0, 1, 624, 604, 0
23, 2, 488, 468, 0
46, 3, 231, 211, 0
69, 4, 337, 317, 0
92, 5, 222, 202, 0
115, 6, 130, 110, 0
138, 7, 317, 297, 0
161, 8, 439, 419, 0
184, 9, 942, 922, 0
207, 1, 604, 584, 0
230, 2, 468, 448, 0
253, 3, 211, 191, 0
276, 4, 317, 297, 0
299, 5, 202, 182, 0
322, 6, 110, 90, 0
345, 7, 297, 277, 0
368, 8, 419, 399, 0
391, 9, 922, 902, 0
414, 1, 584, 564, 0
437, 2, 448, 428, 0
460, 3, 191, 171, 0
483, 4, 297, 277, 0
506, 5, 182, 162, 0
529, 6, 90, 70, 0
552, 7, 277, 257, 0
575, 8, 399, 379, 0
598, 9, 902, 882, 0
621, 1, 564, 544, 0
644, 2, 428, 408, 0
667, 3, 171, 151, 0
690, 4, 277, 257, 0
713, 5, 162, 142, 0
736, 6, 70, 50, 0
759, 7, 257, 237, 0
782, 8, 379, 359, 0
805, 9, 882, 862, 0
828, 1, 544, 524, 0
851, 2, 408, 388, 0
874, 3, 151, 131, 0
897, 4, 257, 237, 0
920, 5, 142, 122, 0
943, 6, 50, 30, 0
966, 7, 237, 217, 0
989, 8, 359, 339, 0
1012, 9, 862, 842, 0
1035, 1, 524, 504, 0
1058, 2, 388, 368, 0
1081, 3, 131, 111, 0
1104, 4, 237, 217, 0
1127, 5, 122, 102, 0
1150, 6, 30, 10, 0
1173, 7, 217, 197, 0
1196, 8, 339, 319, 0
1219, 9, 842, 822, 0
1242, 1, 504, 484, 0
1265, 2, 368, 348, 0
1288, 3, 111, 91, 0
1311, 4, 217, 197, 0
1334, 5, 102, 82, 0
1357, 6, 10, 0, 1367
1357, 7, 197, 177, 0
1380, 8, 319, 299, 0
1403, 9, 822, 802, 0
1426, 1, 484, 464, 0
1449, 2, 348, 328, 0
1472, 3, 91, 71, 0
1495, 4, 197, 177, 0
1518, 5, 82, 62, 0
1541, 7, 177, 157, 0
1564, 8, 299, 279, 0
1587, 9, 802, 782, 0
1610, 1, 464, 444, 0
1633, 2, 328, 308, 0
1656, 3, 71, 51, 0
1679, 4, 177, 157, 0
1702, 5, 62, 42, 0
1725, 7, 157, 137, 0
1748, 8, 279, 259, 0
1771, 9, 782, 762, 0
1794, 1, 444, 424, 0
1817, 2, 308, 288, 0
1840, 3, 51, 31, 0
1863, 4, 157, 137, 0
1886, 5, 42, 22, 0
1909, 7, 137, 117, 0
1932, 8, 259, 239, 0
1955, 9, 762, 742, 0
1978, 1, 424, 404, 0
2001, 2, 288, 268, 0
2024, 3, 31, 11, 0
2047, 4, 137, 117, 0
2070, 5, 22, 2, 0
2093, 7, 117, 97, 0
2116, 8, 239, 219, 0
2139, 9, 742, 722, 0
2162, 1, 404, 384, 0
2185, 2, 268, 248, 0
2208, 3, 11, 0, 2219
2208, 4, 117, 97, 0
2231, 5, 2, 0, 2233
2231, 7, 97, 77, 0
2254, 8, 219, 199, 0
2277, 9, 722, 702, 0
2300, 1, 384, 364, 0
2323, 2, 248, 228, 0
2346, 3, 11, 0, 2357
2346, 4, 97, 77, 0
2369, 7, 77, 57, 0
2392, 8, 199, 179, 0
2415, 9, 702, 682, 0
2438, 1, 364, 344, 0
2461, 2, 228, 208, 0
2484, 4, 77, 57, 0
2507, 7, 57, 37, 0
2530, 8, 179, 159, 0
2553, 9, 682, 662, 0
2576, 1, 344, 324, 0
2599, 2, 208, 188, 0
2622, 4, 57, 37, 0
2645, 7, 37, 17, 0
2668, 8, 159, 139, 0
2691, 9, 662, 642, 0
2714, 1, 324, 304, 0
2737, 2, 188, 168, 0
2760, 4, 37, 17, 0
2783, 7, 17, 0, 2800
2783, 8, 139, 119, 0
2806, 9, 642, 622, 0
2829, 1, 304, 284, 0
2852, 2, 168, 148, 0
2875, 4, 17, 0, 2892
2875, 8, 119, 99, 0
2898, 9, 622, 602, 0
2921, 1, 284, 264, 0
2944, 2, 148, 128, 0
2967, 8, 99, 79, 0
2990, 9, 602, 582, 0
3013, 1, 264, 244, 0
3036, 2, 128, 108, 0
3059, 8, 79, 59, 0
3082, 9, 582, 562, 0
3105, 1, 244, 224, 0
3128, 2, 108, 88, 0
3151, 8, 59, 39, 0
3174, 9, 562, 542, 0
3197, 1, 224, 204, 0
3220, 2, 88, 68, 0
3243, 8, 39, 19, 0
3266, 9, 542, 522, 0
3289, 1, 204, 184, 0
3312, 2, 68, 48, 0
3335, 8, 19, 0, 3354
3335, 9, 522, 502, 0
3358, 1, 184, 164, 0
3381, 2, 48, 28, 0
3404, 9, 502, 482, 0
3427, 1, 164, 144, 0
3450, 2, 28, 8, 0
3473, 9, 482, 462, 0
3496, 1, 144, 124, 0
3519, 2, 8, 0, 3527
3519, 9, 462, 442, 0
3542, 1, 124, 104, 0
3565, 9, 442, 422, 0
3588, 1, 104, 84, 0
3611, 9, 422, 402, 0
3634, 1, 84, 64, 0
3657, 9, 402, 382, 0
3680, 1, 64, 44, 0
3703, 9, 382, 362, 0
3726, 1, 44, 24, 0
3749, 9, 362, 342, 0
3772, 1, 24, 4, 0
3795, 9, 342, 322, 0
3818, 1, 4, 0, 3822
3818, 9, 322, 302, 0
3841, 9, 302, 282, 0
3864, 9, 282, 262, 0
3887, 9, 262, 242, 0
3910, 9, 242, 222, 0
3933, 9, 222, 202, 0
3956, 9, 202, 182, 0
3979, 9, 182, 162, 0
4002, 9, 162, 142, 0
4025, 9, 142, 122, 0
4048, 9, 122, 102, 0
4071, 9, 102, 82, 0
4094, 9, 82, 62, 0
4117, 9, 62, 42, 0
4140, 9, 42, 22, 0
4163, 9, 22, 2, 0
4186, 9, 2, 0, 4188

Average TAT: 3195.0
